session_idx,mouse,group,sex,day,date,n_irts,pi_0,pi_1,pi_2,pi_3,pi_4
216,728-R,naive,M,3,241126,204,0.045634996,0.23920293,0.14544044,0.13288298,0.43683863
217,493-2,naive,F,11,220809,319,0.1300271,0.099160515,9.999999e-07,0.4664481,0.30436328
218,491-2,naive,F,9,220805,266,0.08398532,0.09836552,0.35259715,0.09984463,0.36520737
219,725-R,stress,F,9,241206,267,0.048487432,0.086371586,0.20020325,0.27785158,0.38708615
220,820-R,stress,F,10,250915,440,0.081587255,0.2492603,0.21070954,0.30001038,0.15843253
221,499-3,stress,M,1,220727,460,0.37869594,0.14415602,0.18530929,0.08114356,0.2106952
222,647-L,stress,M,5,240307,553,0.15789802,0.25185537,0.017175635,0.49616152,0.076909445
223,646-0,stress,M,9,240316,601,0.09285624,0.2612409,0.09393409,0.5519678,9.999999e-07
224,489-1,naive,M,8,220806,204,0.05661343,0.051580112,0.18781821,0.07140865,0.63257957
225,491-2,naive,F,5,220801,498,0.09100847,0.16133298,0.40828735,0.16522078,0.17415039
226,500-1,stress,F,12,220808,877,0.49402723,9.999991e-07,0.1684888,0.33748195,9.999991e-07
227,645-L,naive,M,13,240320,1174,0.19296257,0.14654966,0.5469724,0.11351436,9.999995e-07
228,723-0,stress,M,2,241120,634,0.2118902,0.07571161,0.44068846,0.21342437,0.058285344
229,500-3,stress,F,1,220727,445,0.18916306,0.29998583,0.17288655,0.1378276,0.20013693
230,498-1,stress,M,12,220808,682,0.15451728,0.31534067,0.27324128,0.19207345,0.064827405
231,579.1-1,stress,F,11,230716,2982,0.8411459,2.7797216e-06,0.12800415,0.030846214,9.999997e-07
232,819-L,stress,M,13,250916,534,0.109054975,0.14330617,0.190134,0.5255571,0.031947676
233,499-2,stress,M,7,220804,954,0.07938175,0.57323164,0.15547957,0.1661508,0.025756285
234,579.1-1,stress,F,10,230715,1291,0.2943694,0.27417496,0.19573563,0.235719,9.999998e-07
235,489-2,naive,M,8,220803,236,0.19997337,2.1456835e-06,0.08975461,0.303238,0.40703186
236,728-RL,naive,M,12,241207,708,0.05214006,0.17293331,0.3916062,0.3833194,9.999995e-07
237,499-1,stress,M,1,220726,415,0.20576921,0.34861585,0.15389723,0.09613547,0.1955823
238,501-2,stress,F,11,220808,1429,0.36408603,0.24050866,0.23562752,0.15977675,9.999995e-07
239,578-2,stress,F,4,230711,340,0.20612633,0.30344486,0.09769854,0.2189958,0.17373447
240,822-L,naive,F,13,250916,452,0.029540185,0.16898537,0.16172944,0.49164182,0.14810318
241,648-0,stress,F,5,240307,634,0.057028107,0.19855532,0.3781584,0.29725778,0.069000386
242,579.1-1,stress,F,4,230707,647,0.2109803,0.40495914,0.056751467,0.21969275,0.107616365
243,647-L,stress,M,11,240318,931,0.12193758,0.2894684,0.30707517,0.28151783,9.999995e-07
244,820-0,stress,F,2,250828,165,0.15966062,0.2055363,0.1551969,0.049775504,0.42983064
245,722-0,naive,F,9,241203,330,0.15025793,5.014685e-06,0.3425775,0.24783494,0.25932464
246,579-1,stress,F,7,230712,1094,0.06504839,0.7140731,0.12041342,0.019167338,0.081297755
247,498-3,stress,M,10,220807,439,0.11850967,0.30974674,0.104681246,0.27278903,0.19427332
248,725-L,stress,F,13,241209,228,0.10157371,0.30084875,0.13095643,0.09806021,0.36856088
249,725-0,stress,M,8,241203,236,0.13745682,0.21245226,0.05879313,0.22481997,0.36647782
250,821-R,naive,M,13,250918,514,0.028218133,0.29514685,0.24586049,0.30557042,0.12520412
251,491-2,naive,F,1,220727,110,0.13661894,0.0057508224,0.12433104,0.0804954,0.6528038
252,821-R,naive,M,10,250915,526,0.035925455,0.41339526,0.19354118,0.18879822,0.16833985
253,580-1,stress,M,7,230711,406,0.04624953,0.20819837,0.43968803,9.999999e-07,0.30586305
254,580.1-1,naive,M,6,230713,626,0.058175698,0.40680876,0.24322179,0.15323938,0.13855433
255,499-2,stress,M,3,220731,152,0.06147893,0.045318354,0.3813871,9.999998e-07,0.51181453
256,821-0,naive,M,7,250910,179,0.12455631,0.14102893,0.023354359,0.10794482,0.60311556
257,645-R,naive,M,10,240317,720,0.00254149,0.3484188,0.12891474,0.520124,9.999997e-07
258,489-1,naive,M,4,220802,933,0.16599916,0.49419206,0.13181017,0.14732082,0.06067776
259,821-R,naive,M,4,250905,400,0.104858704,0.2508082,0.1130089,0.2651413,0.26618287
260,723-L,stress,M,8,241130,337,0.014361166,0.40453213,0.056133237,0.12762271,0.3973508
261,648-L,stress,F,3,240304,380,0.011153303,0.30477583,0.12394128,0.30070013,0.25942948
262,649-R,naive,F,1,240228,300,0.034453977,0.22776459,0.40564227,0.0702362,0.261903
263,491-1,naive,F,3,220731,201,0.30631694,0.042527597,0.074605,1.0486607e-06,0.5765495
264,580-1,stress,M,9,230714,603,0.06382789,0.13047622,0.114849895,0.690845,9.999999e-07
265,501-1,stress,F,8,220804,399,0.14702149,0.021722065,0.17689118,0.5299743,0.12439095
266,579-1,stress,F,11,230716,1470,0.22575144,0.64282906,0.035546817,0.0551575,0.04071521
267,491-1,naive,F,9,220806,133,0.1659833,0.024196664,0.082879245,9.999998e-07,0.72693974
268,821-0,naive,M,14,250919,285,0.11771675,0.18010585,9.999998e-07,0.15343007,0.5487463
269,579-1,stress,F,8,230713,697,0.049590796,0.6242835,0.13505305,0.07557694,0.115495756
270,723-R,stress,M,1,241119,518,0.11080194,0.27306476,0.2657284,0.2491516,0.10125325
271,819-R,stress,M,7,250905,1530,0.21284756,0.49016452,0.22248079,0.07450606,9.999997e-07
272,499-1,stress,M,2,220727,289,0.24585268,0.12942797,0.08075117,0.11191042,0.43205777
273,725-R,stress,F,5,241130,177,0.013222634,0.0749223,0.026437584,0.32468194,0.5607355
274,728-0,naive,M,9,241204,198,0.06115085,0.05882641,0.194596,0.128527,0.5568997
275,725-0,stress,M,3,241126,618,0.12565537,0.5607201,0.07568645,0.12162128,0.11631688
276,493-1,naive,F,4,220801,977,0.18024974,0.3807557,0.25960794,0.14225872,0.037127998
277,819-L,stress,M,9,250910,325,0.119274125,0.14772709,0.026052305,0.2579423,0.44900417
278,646-L,stress,M,12,240319,602,0.08138379,0.115669414,0.32630453,0.44666266,0.029979583
279,820-R,stress,F,1,250901,115,0.09318153,0.16465683,0.085536994,9.999999e-07,0.65662366
280,499-1,stress,M,7,220802,588,0.22164328,0.080461234,0.19758752,0.4584385,0.0418695
281,498-3,stress,M,6,220803,583,0.082054496,0.3677792,0.18646322,0.24617834,0.11752475
282,644-L,stress,M,1,240311,448,0.108202346,9.999995e-07,0.61420834,0.07595968,0.2016286
283,499-1,stress,M,8,220803,587,0.33457407,0.031652745,0.11663705,0.49090242,0.026233703
284,723-R,stress,M,4,241126,397,0.14870521,0.24171413,0.09795992,0.31694686,0.19467387
285,821-R,naive,M,5,250908,419,0.019045172,0.3146545,0.24359044,0.199405,0.22330494
286,820-R,stress,F,4,250905,331,0.079185575,0.25655332,0.053759035,0.3034704,0.30703166
287,820-0,stress,F,7,250905,384,0.10041456,0.04534825,0.24272597,0.39116174,0.22034952
288,578.1-2,naive,F,3,230710,695,0.0926723,0.48958755,0.17214794,0.12596165,0.11963058
289,579-1,stress,F,10,230715,790,0.13204256,0.52938277,0.1349418,0.09810589,0.10552695
290,725-R,stress,F,7,241204,506,0.04327828,0.15410978,0.34228662,0.38268325,0.07764211
291,493-2,naive,F,4,220802,516,0.16596018,0.22074124,0.08617083,0.38918868,0.13793907
292,822-L,naive,F,10,250911,222,9.999993e-07,0.15484896,0.08023213,0.13834067,0.62657714
293,644-0,naive,M,6,240312,579,0.23702653,0.35059562,0.10311847,0.18120314,0.12805624
294,500-2,stress,F,10,220806,662,0.1953394,0.08177361,0.19638596,0.51967984,0.0068211555
295,647-L,stress,M,10,240317,436,0.04659552,0.21438654,0.14372031,0.5265476,0.0687501
296,821-L,naive,M,2,250829,227,0.108421855,0.08711531,0.17413369,0.28264502,0.34768414
297,725-RL,stress,F,13,241210,125,0.112490706,0.050583836,0.14213793,0.0015808257,0.6932067
298,579-1,stress,F,6,230711,1016,0.020367958,0.5184248,0.35190874,0.044281214,0.06501728
299,579-2,naive,F,6,230712,413,0.16022904,0.29662782,0.22885294,0.11198571,0.20230456
300,647-0,naive,M,9,240316,432,0.17953362,0.079454675,0.48714474,0.0041012536,0.24976568
301,500-1,stress,F,10,220806,561,0.45054728,9.999995e-07,0.0039917044,0.4743841,0.07107587
302,491-1,naive,F,2,220729,815,0.310801,0.28618503,0.10745128,0.25430202,0.04126076
303,648-R,stress,F,2,240229,653,0.0031005559,0.12860388,0.46855828,0.3512178,0.048519462
304,579-1,stress,F,12,230717,816,0.1802872,0.51876986,0.101647995,0.09277997,0.10651496
305,723-R,stress,M,14,241209,255,0.07716303,9.999998e-07,0.18580928,0.46178058,0.27524608
306,725-RL,stress,F,14,241211,176,0.08380503,0.082942046,0.09510606,0.07675621,0.66139066
307,722-L,naive,F,3,241122,384,0.10424965,0.27191833,0.31413916,0.049913976,0.2597789
308,578-2,stress,F,3,230710,852,0.3023263,0.30562,0.16307156,0.1656857,0.063296445
309,648-R,stress,F,4,240306,526,0.0013630709,0.18211952,0.49528718,0.27912498,0.042105246
310,821-L,naive,M,10,250911,391,0.055072464,9.999999e-07,0.5096703,0.21415734,0.2210989
311,819-R,stress,M,5,250903,527,0.1306708,0.18315001,0.2801973,0.2654271,0.1405548
312,822-R,naive,F,7,250905,918,0.16638519,0.10478127,0.4580779,0.2707547,9.999999e-07
313,728-RL,naive,M,3,241126,396,0.04857016,0.15921398,0.10561846,0.56578475,0.120812744
314,493-1,naive,F,8,220805,911,0.32740605,0.22774482,0.17851739,0.24181548,0.024516284
315,648-0,stress,F,9,240316,163,0.06320905,0.012179345,0.1089108,0.30615693,0.50954384
316,722-RL,naive,F,9,241203,426,0.08905748,0.18072607,0.050013497,0.57720447,0.10299857
317,500-1,stress,F,8,220804,554,0.43487448,9.999995e-07,0.1345651,0.32198128,0.1085781
318,820-0,stress,F,3,250901,454,0.17491385,0.09927923,0.3543599,0.22071296,0.15073407
319,649-R,naive,F,13,240320,237,0.013128381,9.999998e-07,0.1760667,0.55739975,0.25340417
320,728-R,naive,M,4,241127,399,0.034093093,0.17874794,0.16199183,0.5264056,0.09876159
321,725-RL,stress,F,4,241128,197,0.03189148,0.42050683,0.15480222,9.999998e-07,0.39279842
322,648-0,stress,F,6,240311,580,0.1359009,0.009116041,0.49075264,0.24381293,0.12041745
323,646-L,stress,M,11,240318,587,0.085991986,0.10815439,0.28226826,0.52358437,9.999999e-07
324,493-1,naive,F,1,220728,700,0.28707278,0.20160082,0.24868183,0.195133,0.06751165
325,821-L,naive,M,8,250909,390,0.053494714,0.015756862,0.43177855,0.28220654,0.21676335
326,644-L,stress,M,11,240323,197,0.07235219,9.999998e-07,0.34613284,0.106598906,0.47491506
327,646-L,stress,M,8,240313,434,0.080924176,0.09983951,0.12179737,0.60425484,0.09318408
328,723-RL,stress,M,7,241129,488,0.055054106,0.18172811,0.23207912,0.51048744,0.020651244
329,644-0,naive,M,7,240313,588,0.23499678,0.32983756,0.12439552,0.15737401,0.1533962
330,722-0,naive,F,11,241205,679,0.00862729,0.12962978,0.5471674,0.2687402,0.045835305
331,648-R,stress,F,6,240311,451,0.01362958,0.06440544,0.14000434,0.7791184,0.0028422175
332,644-0,naive,M,3,240306,743,0.33386928,0.3562088,0.16940296,0.020330697,0.12018824
333,498-3,stress,M,8,220805,499,0.16920061,0.2723239,0.22281176,0.14931276,0.18635093
334,491-2,naive,F,12,220808,285,0.0722479,0.13092074,0.30063543,0.15785101,0.3383449
335,648-R,stress,F,3,240304,395,0.047355622,0.28652084,9.999998e-07,0.6377316,0.028390888
336,489-3,naive,M,7,220803,179,0.07696575,0.04585836,0.2265854,0.018174417,0.63241607
337,728-L,naive,M,3,241126,356,0.109889634,0.1502749,0.009722223,0.54781777,0.18229547
338,728-R,naive,M,2,241121,178,0.020367533,0.06597896,0.163155,0.22390318,0.5265953
339,648-0,stress,F,8,240313,145,0.11173034,0.004791859,0.019543612,0.1930776,0.6708566
340,649-R,naive,F,8,240313,404,0.013166321,0.048489165,0.22559589,0.5778792,0.13486943
341,499-3,stress,M,6,220802,727,0.19738308,0.38813707,0.07162118,0.34279126,6.7305264e-05
342,499-2,stress,M,1,220728,434,0.05411708,0.44645393,0.28056055,0.051337764,0.16753067
343,821-L,naive,M,13,250916,483,0.08812401,0.012517417,0.5718432,0.12898798,0.1985274
344,647-L,stress,M,2,240229,383,0.09990379,0.2813347,0.21457843,0.08972245,0.3144606
345,722-RL,naive,F,5,241127,586,0.05588407,0.3247544,0.1320556,0.46605924,0.021246672
346,722-RL,naive,F,4,241126,546,0.09065361,0.3144519,0.12320586,0.37059566,0.10109296
347,645-R,naive,M,1,240228,1635,0.09422066,0.6305049,0.1636188,0.11165454,9.999998e-07
348,649-L,naive,F,4,240306,357,0.009180514,0.029991692,0.36935395,0.4052715,0.18620232
349,728-L,naive,M,6,241129,738,0.31749165,0.12133571,0.093903765,0.46726784,9.999998e-07
350,501-2,stress,F,4,220801,1145,0.3603757,0.26252428,0.13819629,0.23890269,9.999998e-07
351,822-L,naive,F,2,250829,237,0.031524267,0.008159436,0.40699437,2.609584e-05,0.5532958
352,819-L,stress,M,4,250903,286,0.25263715,0.18388192,0.14492178,0.11685616,0.301703
353,644-0,naive,M,2,240304,543,0.06690597,0.5413047,0.18569757,0.055912588,0.15017916
354,723-0,stress,M,14,241209,337,0.09408581,0.00046871373,0.36865503,0.42375723,0.113033235
355,822-0,naive,F,14,250917,866,0.055739157,0.49428546,0.13181733,0.29580215,0.022356
356,579.1-2,naive,F,6,230712,194,0.33155364,0.07305117,0.016531399,0.16735871,0.41150513
357,579.1-2,naive,F,10,230716,707,0.27707872,0.13350989,0.1937216,0.38641596,0.009273804
358,644-L,stress,M,3,240313,288,0.09167167,9.999993e-07,0.610327,9.999993e-07,0.2979993
359,578.1-2,naive,F,7,230714,394,0.13763009,0.24935462,0.01637969,0.34507728,0.2515583
360,821-L,naive,M,4,250903,212,0.12238304,0.03236253,0.11485675,0.20186399,0.5285337
361,728-0,naive,M,2,241121,176,0.14116992,0.18779555,0.1273969,0.1060272,0.43761042
362,491-1,naive,F,11,220808,185,0.15901056,0.17144814,0.09464764,9.029848e-06,0.57488465
363,649-0,naive,F,13,240320,390,0.015294469,0.22134843,0.15632935,0.45639524,0.15063252
364,819-L,stress,M,11,250912,561,0.20359524,0.14575136,0.08144398,0.49849674,0.07071268
365,723-RL,stress,M,5,241127,448,0.01401148,0.02580811,0.6091123,0.21136668,0.13970137
366,649-L,naive,F,13,240320,492,0.034067687,0.03465743,0.4292894,0.3988146,0.10317095
367,489-1,naive,M,10,220808,733,0.068492465,0.42920676,0.19561327,0.24140306,0.06528446
368,578-2,stress,F,12,230719,972,0.28977942,0.36086193,0.16630565,0.13163199,0.051421024
369,489-4,naive,M,7,220805,533,0.27958712,0.3479106,1.9285711e-05,0.2621573,0.110325694
370,645-L,naive,M,1,240228,1141,0.16541655,0.31529146,0.32051146,0.1967476,0.0020329405
371,647-L,stress,M,6,240311,801,0.15652122,0.24793147,0.32829785,0.26724845,9.999995e-07
372,578-1,stress,F,9,230713,769,0.07767917,0.43719319,0.24927063,0.15493208,0.08092493
373,725-0,stress,M,12,241207,354,0.057486966,0.14254105,0.20487745,0.409635,0.18545952
374,647-0,naive,M,8,240313,437,0.3246798,1.8060967e-06,0.21372844,0.3294131,0.13217688
375,644-R,stress,M,6,240311,681,0.020080931,0.23061071,0.41044182,0.28310996,0.05575662
376,821-0,naive,M,4,250905,250,0.052205052,0.27540818,0.15435791,0.089213476,0.4288154
377,578-1,stress,F,13,230717,986,0.037282005,0.74153084,0.13392344,8.320831e-05,0.087180585
378,498-3,stress,M,7,220804,178,0.099800184,0.07711728,0.15915516,9.999999e-07,0.66392636
379,725-R,stress,F,11,241209,138,0.035403945,0.06446976,0.037590917,0.22839245,0.63414294
380,722-0,naive,F,2,241120,533,0.023992125,0.03508429,0.41907144,0.45325547,0.06859664
381,728-L,naive,M,12,241207,769,0.20246382,0.07467026,0.28213564,0.44072932,9.999998e-07
382,822-R,naive,F,3,250829,551,0.22634111,0.1497522,0.12836638,0.4607113,0.03482902
383,491-1,naive,F,1,220728,729,0.3111462,0.24601103,0.116629526,0.23464923,0.09156404
384,493-1,naive,F,5,220802,495,0.19511655,0.2392146,0.25073946,0.14050993,0.17441946
385,646-L,stress,M,1,240228,698,0.06846166,0.45538718,0.19165477,0.21036138,0.07413505
386,644-0,naive,M,12,240320,424,0.3511185,0.16574675,0.17832872,0.06158686,0.2432191
387,644-L,stress,M,2,240306,480,0.107271455,9.999999e-07,0.69055593,0.03151516,0.17065649
388,725-RL,stress,F,11,241207,265,0.031664815,0.28535366,0.22821362,0.085928895,0.36883903
389,723-R,stress,M,2,241120,1077,0.10699686,0.068203434,0.70140177,0.12339699,9.999999e-07
390,500-3,stress,F,3,220730,341,0.124418564,0.10965637,0.14506704,0.34211123,0.27874678
391,501-1,stress,F,1,220727,427,0.20388713,0.1077841,0.17877951,0.3054853,0.20406392
392,820-0,stress,F,14,250916,394,0.092021756,0.090985514,0.21577977,0.39966738,0.20154558
393,498-1,stress,M,8,220804,384,0.2771426,0.13337104,0.31703353,0.1123181,0.16013472
394,723-RL,stress,M,1,241119,689,0.045223624,0.2029974,0.5250337,0.09652169,0.13022366
395,725-L,stress,F,10,241205,230,0.038867433,0.38874182,0.19962375,0.012161102,0.36060587
396,646-0,stress,M,11,240318,927,0.120580174,0.1837985,0.29091612,0.40470424,9.999995e-07
397,579-2,naive,F,8,230714,720,0.12112121,0.40201518,0.20115171,0.15079927,0.124912634
398,578.1-1,naive,F,2,230706,177,0.07701681,0.21681276,0.16261213,0.14361121,0.39994708
399,580-1,stress,M,2,230703,358,0.19034813,9.999998e-07,0.03438894,0.59626305,0.17899892
400,725-L,stress,F,4,241127,111,0.027583908,0.4414993,0.0862908,9.999995e-07,0.44462505
401,822-L,naive,F,3,250901,140,0.025404487,0.041433062,0.26409534,9.999998e-07,0.6690661
402,578.1-2,naive,F,8,230715,559,0.086132824,0.26682138,0.24053314,0.32522857,0.08128406
403,722-0,naive,F,12,241206,864,0.019444782,0.0757113,0.645913,0.25892997,9.999999e-07
404,819-R,stress,M,14,250916,780,0.14632027,0.40896383,0.051389605,0.3702318,0.023094572
405,578-1,stress,F,1,230702,276,0.21506098,1.0197629e-06,0.40543854,0.10200801,0.27749145
406,578-1,stress,F,2,230703,532,0.14064832,0.11842941,0.6175152,9.999998e-07,0.123406045
407,723-RL,stress,M,13,241207,270,0.034225162,0.1307554,0.20128502,0.36260778,0.27112666
408,579-2,naive,F,14,230720,572,0.0550323,0.5970038,0.12333519,0.024842333,0.19978635
409,578.1-1,naive,F,1,230705,125,0.14511658,0.18674584,0.08901063,0.08799859,0.49112836
410,578-2,stress,F,14,230721,348,0.2171359,0.19064079,0.13645804,0.11695218,0.33881307
411,578.1-2,naive,F,10,230717,536,0.10283753,0.37429842,0.18328457,0.1499235,0.18965596
412,579.1-2,naive,F,3,230707,240,0.15390962,0.18894531,0.08043567,0.19240448,0.38430494
413,647-L,stress,M,14,240321,757,0.07305285,0.32105026,0.20999809,0.3908175,0.0050813444
414,645-L,naive,M,4,240306,1320,0.18342502,0.27255708,0.4714202,0.06546137,0.007136355
415,579-1,stress,F,1,230703,343,0.067466766,0.17691667,0.30753556,0.20818327,0.23989774
416,579.1-1,stress,F,13,230718,1784,0.5561735,0.05346452,0.2954432,0.094917774,9.999995e-07
417,489-3,naive,M,12,220808,422,0.03416846,0.38644525,0.23107138,0.12880655,0.21950835
418,822-R,naive,F,9,250909,506,0.2564686,0.04671802,0.0004071918,0.681608,0.014798129
419,728-R,naive,M,9,241204,377,0.06552372,0.07433608,0.14769557,0.56124717,0.15119748
420,725-R,stress,F,3,241128,171,0.057579458,0.05950737,0.3405985,0.18594937,0.3563653
421,500-2,stress,F,11,220807,741,0.1262443,0.1811016,0.31382412,0.37236387,0.00646619
422,722-L,naive,F,7,241129,1028,0.34585974,0.3201904,0.22559321,0.024379311,0.08397733
423,498-2,stress,M,7,220805,425,0.1790569,0.09117318,0.11875069,0.52170527,0.08931396
424,822-0,naive,F,2,250829,313,0.05140083,0.17089087,0.07801061,0.38932446,0.31037322
425,498-2,stress,M,5,220803,396,0.12643552,0.11732463,0.26705024,0.27239078,0.21679886
426,649-0,naive,F,8,240313,409,0.012638389,0.3161511,0.07218498,0.44105247,0.15797304
427,579-1,stress,F,5,230710,968,0.05132774,0.65719706,0.12563671,0.084809005,0.08102943
428,498-2,stress,M,3,220801,576,0.08250486,0.35648343,0.14720015,0.34802553,0.06578601
429,649-0,naive,F,3,240304,361,0.008343804,0.2496584,0.1111479,0.50394875,0.12690116
430,728-L,naive,M,4,241127,221,0.2145301,0.14957051,1e-06,1.5313883e-05,0.6358831
431,579-1,stress,F,9,230714,618,0.091434635,0.5655886,0.124223515,0.044347417,0.17440584
